id,name,income,loanAmount,creditScore,monthsEmployed,numCreditLines,totalCreditLimit,totalBalance,pastDuePayments,educationLevel,employmentStatus,maritalStatus,gender,age_group,ethnicity,riskProbability,decision
LP-10159,User 159,63131.07217267659,19683.49657112147,466,160,10,16889.156616419383,1260.7241992309591,9,Master,Employed,Divorced,Male,18-25,Group C,0.02529529986042313,Reject
LP-10160,User 160,30506.36659545357,16086.351278561397,453,125,6,47523.59719971132,12901.35272936046,4,Bachelor,Unemployed,Married,Female,18-25,Group B,0.004851152217878253,Reject
LP-10161,User 161,65741.69207484904,26636.16284796845,712,289,2,43057.156560507225,29171.166266045406,2,PhD,Employed,Divorced,Male,41-60,Group D,0.18634753338088703,Reject
LP-10162,User 162,73171.91158014808,7316.213611476913,519,25,8,5294.329367813854,3652.141064068619,8,PhD,Employed,Divorced,Female,26-40,Group C,0.08110250650642793,Reject
LP-10163,User 163,33586.353632965795,32351.127274666665,778,21,1,28891.248497569115,32304.74682664623,7,High School,Employed,Single,Female,26-40,Group B,0.01363072445752323,Reject
LP-10164,User 164,69267.52258488644,24476.370364385966,477,230,5,20793.293275958873,9570.56960439391,6,Bachelor,Employed,Divorced,Male,41-60,Group D,0.07550860508057744,Reject
LP-10165,User 165,58255.61853872996,8935.245246730701,611,232,13,56170.691188287354,7770.776635458277,5,Master,Employed,Divorced,Male,18-25,Group D,0.08298643927754107,Reject
LP-10166,User 166,66441.2031998898,7340.432471736102,487,254,3,18611.107672461483,2202.787272213516,0,Master,Unemployed,Divorced,Female,26-40,Group B,0.09857007729067489,Reject
LP-10167,User 167,87935.85965307895,16464.506512382326,757,406,12,36289.33064079157,16185.572962538628,1,High School,Unemployed,Married,Male,18-25,Group A,0.25006178254975087,Reject
LP-10168,User 168,45092.23767994259,3763.3985271696765,362,12,12,23856.921184560004,24733.48234749138,2,Bachelor,Self-Employed,Married,Male,60+,Group B,0.04830342639805503,Reject
LP-10169,User 169,34925.27671285021,12945.375151610351,658,440,4,24394.664243049672,6384.692078853066,8,PhD,Employed,Married,Female,41-60,Group C,0.10158492575141513,Reject
LP-10170,User 170,32209.711407489533,28459.480904562355,618,83,8,50198.76976092413,15721.266681108078,3,Bachelor,Employed,Single,Male,18-25,Group C,0.005579635924050559,Reject
LP-10171,User 171,33683.79430069123,16824.92898458109,421,378,10,14470.688068875219,8114.121364608336,1,High School,Employed,Married,Female,41-60,Group A,0.021339880776683928,Reject
LP-10172,User 172,48457.96581171791,35943.07432629636,520,203,2,21588.09139824706,8751.418839383197,1,Master,Self-Employed,Divorced,Female,41-60,Group C,0.013738215430285326,Reject
LP-10173,User 173,56823.03949633288,7300.7180166451735,795,237,3,37456.25640659271,7553.18112866918,8,Bachelor,Self-Employed,Married,Female,41-60,Group C,0.27515126054314115,Reject
LP-10174,User 174,55533.815986600384,19523.637179851212,479,221,7,44846.916945040946,5184.828243495278,0,PhD,Self-Employed,Married,Female,26-40,Group A,0.04016563264526895,Reject
LP-10175,User 175,66543.66498072048,9676.145384758385,764,203,12,7219.477370770521,4339.8381427538825,3,High School,Self-Employed,Single,Male,26-40,Group A,0.34989594231919574,Reject
LP-10176,User 176,50260.03783755814,12929.511189791674,610,350,2,60474.231922004314,10849.33369112976,7,Bachelor,Employed,Single,Male,41-60,Group B,0.1723758876338843,Reject
LP-10177,User 177,79070.68154314633,20002.98701150324,703,228,7,20302.25735054384,15190.296400779778,6,High School,Unemployed,Married,Female,26-40,Group B,0.17845582562218826,Reject
LP-10178,User 178,44706.86333524088,7663.3596003425855,647,370,10,41813.138047757515,4086.5345957703075,1,Bachelor,Self-Employed,Married,Female,41-60,Group D,0.15946436044856507,Reject
LP-10179,User 179,104403.38333179237,6379.024971259923,437,135,3,37805.28504610103,1060.983439414078,9,PhD,Unemployed,Married,Male,41-60,Group A,0.1689990019217422,Reject
LP-10180,User 180,62513.34695530013,10341.180803597366,306,77,10,40368.5803888739,7213.98079818406,1,PhD,Unemployed,Divorced,Female,26-40,Group A,0.02543924332011116,Reject
LP-10181,User 181,32856.848871674345,9619.878367213965,405,192,4,27338.43337528837,10702.011586537279,3,Bachelor,Unemployed,Divorced,Male,26-40,Group A,0.03999515383188739,Reject
LP-10182,User 182,28582.150038777752,4902.146415399453,508,310,5,21941.33605499487,17844.915376921163,2,PhD,Unemployed,Married,Female,18-25,Group C,0.02570258788378394,Reject
LP-10183,User 183,59649.448304863705,29446.436278328256,338,137,1,35095.24038150131,22726.797045928968,4,Bachelor,Employed,Single,Male,26-40,Group B,0.020051890791450363,Reject
LP-10184,User 184,45530.74429348298,11961.72590045397,503,137,6,24733.424450962917,22960.62533772547,6,High School,Employed,Divorced,Female,60+,Group D,0.043550439928339166,Reject
LP-10185,User 185,64280.00988184184,23301.33975798585,341,36,2,41984.306502737854,13207.356127852676,2,High School,Self-Employed,Married,Female,60+,Group B,0.015728516518883778,Reject
LP-10186,User 186,59464.7524914709,22584.478353683768,692,38,6,40215.73050827287,3568.873689938988,8,High School,Self-Employed,Divorced,Female,26-40,Group B,0.06977349648807735,Reject
LP-10187,User 187,48543.42174686254,25249.058442873444,561,142,6,12295.746978826373,16221.763123329736,2,Master,Unemployed,Single,Female,41-60,Group D,0.0281392805082061,Reject
LP-10188,User 188,33064.1256386319,1641.3334842948916,829,220,12,19387.661350214952,21526.82823519672,9,PhD,Employed,Single,Male,26-40,Group D,0.40308110947531933,Approve
LP-10189,User 189,19703.055506282708,11505.120275230713,824,81,2,19090.25692106563,13012.631161982254,0,PhD,Employed,Divorced,Male,41-60,Group A,0.07806424898983438,Reject
LP-10190,User 190,41069.70095865958,21868.333329068213,533,244,14,12700.34935967073,7111.474437431096,9,Master,Employed,Single,Male,41-60,Group B,0.04360491246839587,Reject
LP-10191,User 191,67127.97588646944,8846.45963850561,538,127,1,22210.066574754037,13544.527246054327,3,PhD,Self-Employed,Married,Female,18-25,Group D,0.035795845190862895,Reject
LP-10192,User 192,54281.87488260408,29878.772797747763,630,2,8,21399.30510057237,2839.1868319572577,5,Bachelor,Unemployed,Single,Male,26-40,Group B,0.04604237510810014,Reject
LP-10193,User 193,25085.22442576024,2718.156710669149,819,406,4,7733.028707722286,16307.6797408827,1,Master,Employed,Divorced,Male,41-60,Group D,0.41967760981632807,Approve
LP-10194,User 194,53463.61851702364,23204.56347139756,782,206,13,35371.72882916134,8285.227369139779,1,PhD,Self-Employed,Single,Female,18-25,Group D,0.045159405544150336,Reject
LP-10195,User 195,57706.347594576735,10535.392046480994,313,445,1,40254.36775677666,4801.851679271712,1,Bachelor,Employed,Single,Male,26-40,Group C,0.07905864672035169,Reject
LP-10196,User 196,32322.85127597734,25506.464651861454,756,141,7,15527.231721057535,14074.638024833497,8,Master,Self-Employed,Married,Male,26-40,Group D,0.04196391410625201,Reject
LP-10197,User 197,53074.50211891056,17695.762743629166,373,205,10,35370.77942748911,11467.202716131997,3,High School,Employed,Divorced,Male,60+,Group C,0.03988819091835602,Reject
LP-10198,User 198,51164.17436892,6545.504655137907,547,158,14,17632.295997205416,31857.7751579986,3,PhD,Unemployed,Married,Male,60+,Group C,0.1339426037906287,Reject
LP-10199,User 199,27140.594043387537,23199.136581148472,591,14,4,56376.016940032525,15782.989911274039,8,High School,Unemployed,Divorced,Male,41-60,Group D,0.011794018804955564,Reject
LP-10200,User 200,57155.747206965665,1000.0,653,300,3,23634.742011952898,20337.35248766419,2,Bachelor,Self-Employed,Single,Male,18-25,Group A,0.15860051309875048,Reject
LP-10201,User 201,61215.690527364684,11521.223632717772,390,384,12,30214.668718108765,9576.474081482118,7,PhD,Employed,Single,Female,41-60,Group A,0.06328452797577226,Reject
LP-10202,User 202,71661.02486350553,10442.197676667396,413,354,8,32959.76209691246,16777.76118061657,7,Master,Self-Employed,Divorced,Female,41-60,Group B,0.08346384624698794,Reject
LP-10203,User 203,71076.04104069807,19322.33067676225,763,393,7,29853.267730536303,12234.744361128645,2,Master,Self-Employed,Single,Male,60+,Group D,0.365096269458899,Reject
LP-10204,User 204,22446.61264085818,1000.0,453,345,7,13344.037430135402,16093.688700059109,9,PhD,Unemployed,Single,Female,60+,Group B,0.07489802882753901,Reject
LP-10205,User 205,31243.499201697545,17332.28550759295,398,14,14,25462.332566320285,0.0,0,PhD,Self-Employed,Married,Male,41-60,Group C,0.012282566237156234,Reject
LP-10206,User 206,60300.7053441732,18727.15890748391,545,323,11,54688.61873559187,7349.531346245549,2,Master,Employed,Single,Female,26-40,Group A,0.077955341808587,Reject
LP-10207,User 207,60275.71901824418,7057.3120353365985,562,292,11,34390.41686948634,9069.855091520712,0,PhD,Self-Employed,Married,Male,41-60,Group B,0.2018287438676403,Reject
LP-10208,User 208,60300.95372612096,11961.22149585734,329,467,7,49110.698258356875,10797.79512388226,3,Bachelor,Employed,Single,Female,41-60,Group A,0.054665148933390924,Reject
LP-10209,User 209,127054.62981309442,15351.070886408146,680,100,7,25044.756236875743,13185.025124784384,3,Bachelor,Unemployed,Single,Female,18-25,Group B,0.12680826779551105,Reject
LP-10210,User 210,61417.81021386334,24462.163422571608,448,372,10,14560.69352041117,3215.117107052244,7,Master,Unemployed,Married,Male,18-25,Group C,0.027261917398630483,Reject
LP-10211,User 211,72711.31280361197,1000.0,670,144,10,34011.55218940362,9291.721855071492,5,High School,Employed,Divorced,Male,41-60,Group B,0.3283224632683605,Reject
LP-10212,User 212,69080.03526986405,14427.339142673709,471,127,10,27228.51453379021,0.0,8,Master,Self-Employed,Married,Male,60+,Group C,0.08976280595939415,Reject
LP-10213,User 213,63027.825026115956,19797.56006358378,664,27,10,48678.96831980633,1030.6549191294562,6,Bachelor,Unemployed,Married,Female,60+,Group C,0.07550596220766886,Reject
LP-10214,User 214,43694.61510719309,21255.276349154963,313,140,10,46828.992972299704,682.517155483727,4,High School,Unemployed,Single,Male,41-60,Group C,0.015210994942376599,Reject
LP-10215,User 215,65179.38440986535,12814.282131938671,497,451,5,40322.9440438225,7740.555246533445,1,Master,Unemployed,Single,Female,18-25,Group A,0.046122197937796316,Reject
LP-10216,User 216,34543.495709248564,20737.36373171093,714,445,1,19691.853678913416,7829.814089740184,8,Bachelor,Unemployed,Single,Female,41-60,Group B,0.0691787733791459,Reject
LP-10217,User 217,45263.62786519982,14264.320075542808,599,169,12,40431.66555848777,9772.139220777537,3,PhD,Employed,Divorced,Male,26-40,Group B,0.09697074179112575,Reject
LP-10218,User 218,40292.72904341793,26268.293750976678,461,366,8,42040.85852098638,6016.221398807489,9,Master,Employed,Married,Female,26-40,Group C,0.017286624130648156,Reject
LP-10219,User 219,51637.482787726454,6648.491597375436,636,413,1,15798.19364118959,7356.697038603902,4,PhD,Unemployed,Single,Female,18-25,Group D,0.08216773197089432,Reject
LP-10220,User 220,96293.17133347018,8371.740179273584,332,195,12,3457.288186538415,18085.420201827703,6,Bachelor,Self-Employed,Single,Female,26-40,Group C,0.06681353400098021,Reject
LP-10221,User 221,15000.0,19615.53202703926,767,254,7,9065.926083513485,9773.077153918806,4,PhD,Unemployed,Single,Male,18-25,Group C,0.003667656514103072,Reject
LP-10222,User 222,63725.20380749027,21463.197168889066,737,392,10,47076.468171106346,11966.654265578274,2,PhD,Unemployed,Single,Male,18-25,Group C,0.12337817894236996,Reject
LP-10223,User 223,17745.682576206967,20023.041889798715,801,86,3,40856.485665846434,10464.135483774167,8,Bachelor,Self-Employed,Married,Male,26-40,Group D,0.01443622987388366,Reject
LP-10224,User 224,40561.36268421133,10743.151566091776,367,120,8,19811.7051128351,11594.979102118717,0,PhD,Unemployed,Married,Male,26-40,Group D,0.034529886218432594,Reject
LP-10225,User 225,71779.01193934731,10900.30017649582,751,277,14,23501.530690775075,2305.9197065106127,6,Master,Employed,Married,Female,60+,Group D,0.27229130735214946,Reject
LP-10226,User 226,51285.60038190926,14878.872637598313,313,29,2,54006.648220673495,0.0,2,High School,Unemployed,Single,Female,26-40,Group A,0.014463345510665603,Reject
LP-10227,User 227,28445.104441413878,3982.3827744616738,496,279,10,6629.0717440748485,8373.000271949746,0,High School,Self-Employed,Married,Female,26-40,Group A,0.06517409211246948,Reject
LP-10228,User 228,35693.925814800634,6834.291665165267,522,277,2,29276.989019243476,25627.918714185147,1,Master,Unemployed,Divorced,Female,41-60,Group B,0.06833654722343847,Reject
LP-10229,User 229,63591.95497869352,29614.190819290947,316,473,10,30108.2745836362,3013.5869577784815,1,Bachelor,Unemployed,Single,Male,18-25,Group C,0.015345121982186573,Reject
LP-10230,User 230,35392.66736565727,13335.72264802443,576,112,1,23675.19042001189,3869.652834469075,4,PhD,Unemployed,Single,Male,26-40,Group B,0.05942666699308603,Reject
LP-10231,User 231,54329.1717916395,9759.071686638785,342,169,6,23325.927636791144,15050.842922476571,8,PhD,Self-Employed,Single,Female,26-40,Group A,0.03150977532155006,Reject
LP-10232,User 232,50911.436798076276,9206.163646451783,624,394,11,34209.28416989591,10408.13984008634,7,PhD,Self-Employed,Single,Female,41-60,Group C,0.15785970694073315,Reject
LP-10233,User 233,36967.99304788366,17908.470932939934,534,440,2,40383.87748852244,2962.680967513603,4,High School,Self-Employed,Single,Male,26-40,Group D,0.07043204291976048,Reject
LP-10234,User 234,92878.8817865065,36079.76774234469,650,99,3,32046.810142016744,26416.106231354912,1,Master,Employed,Married,Male,18-25,Group C,0.058098487067772285,Reject
LP-10235,User 235,62678.38044636023,26503.047543905814,506,42,10,45128.37231624141,17972.9731107395,1,Bachelor,Self-Employed,Married,Female,26-40,Group C,0.027984831923195445,Reject
LP-10236,User 236,15000.0,1901.9585378584197,578,254,4,25613.06431767655,0.0,7,High School,Unemployed,Divorced,Female,41-60,Group A,0.07934901045371391,Reject
LP-10237,User 237,53729.08629538855,27831.933600961507,767,346,14,32761.529515182745,9137.83718837298,9,PhD,Employed,Single,Female,26-40,Group B,0.11115267571175885,Reject
LP-10238,User 238,36764.27070463224,6659.560168127155,355,354,6,40609.720836820365,15861.935948502409,4,Bachelor,Employed,Married,Male,41-60,Group B,0.06331842324670355,Reject
LP-10239,User 239,67048.66669592448,8521.41253444204,335,422,3,21708.708901889157,0.0,1,PhD,Self-Employed,Married,Female,41-60,Group D,0.06779542474592963,Reject
LP-10240,User 240,34149.58523134599,10335.488542369545,769,260,1,37906.72645846532,5912.963354910109,0,High School,Unemployed,Single,Male,26-40,Group C,0.20789266037284962,Reject
LP-10241,User 241,47705.27117066202,3254.926677401145,331,358,11,32332.00787652923,3181.740749829577,9,Master,Self-Employed,Married,Male,41-60,Group C,0.08877003852610717,Reject
LP-10242,User 242,60099.745579609145,27858.176522817874,607,393,1,33140.133495864226,0.0,1,High School,Employed,Single,Male,41-60,Group B,0.11981539023602336,Reject
LP-10243,User 243,67315.10388340242,9201.97946445923,436,182,12,18996.20187960784,3959.737609741179,2,Master,Unemployed,Single,Female,41-60,Group D,0.06468296976811551,Reject
LP-10244,User 244,25994.071858884476,1000.0,593,123,11,23820.894383096136,4732.460273619519,0,Bachelor,Employed,Divorced,Female,18-25,Group C,0.037088883081974826,Reject
LP-10245,User 245,43309.97528318103,6527.220786873722,360,271,2,25786.534740316376,22261.329683552227,9,High School,Unemployed,Divorced,Male,60+,Group A,0.06454275654835397,Reject
LP-10246,User 246,40501.09377678088,16975.235231620114,328,41,6,14042.706582393877,24718.74420939364,6,Master,Unemployed,Married,Female,41-60,Group D,0.009542308911589381,Reject
LP-10247,User 247,36933.41534852576,1000.0,483,418,9,1667.6219650485982,20530.78046912155,8,Bachelor,Self-Employed,Single,Other,18-25,Group A,0.07626213659755908,Reject
LP-10248,User 248,85309.08480562194,17697.744268662616,656,355,2,30376.009348505253,17427.764843306697,0,High School,Self-Employed,Divorced,Male,41-60,Group B,0.3160440311310554,Reject
LP-10249,User 249,58099.63421921911,6116.6220213922115,711,198,12,50089.30239048366,1125.477720947274,0,Bachelor,Employed,Single,Female,41-60,Group D,0.20419861955462118,Reject
LP-10250,User 250,24782.320913299096,26161.490271944804,445,161,5,18911.701467673724,16008.470179534184,3,Master,Employed,Married,Male,26-40,Group D,0.004320596482868381,Reject
LP-10251,User 251,68357.23894109552,19552.330449412737,493,62,4,16989.995709333252,3419.9541999452395,4,Bachelor,Unemployed,Married,Other,26-40,Group D,0.06987303641865127,Reject
LP-10252,User 252,92443.12394025267,15802.772510225755,698,40,5,45750.374211200105,21288.184247689882,0,PhD,Employed,Divorced,Female,41-60,Group C,0.17719316778330535,Reject
LP-10253,User 253,70649.30521102293,1000.0,461,420,6,57204.61537901518,1652.5380054475281,0,High School,Self-Employed,Single,Female,60+,Group D,0.16107383517697824,Reject
LP-10254,User 254,19612.60068091973,2103.3623879459174,750,210,4,36575.11655648007,4310.901053665419,0,PhD,Unemployed,Divorced,Female,26-40,Group B,0.1652775064587924,Reject
LP-10255,User 255,40315.31854267497,9216.247300073232,605,82,9,34756.721364456746,4669.554011588106,7,Bachelor,Employed,Single,Female,26-40,Group C,0.06391594974925074,Reject
LP-10256,User 256,75338.22298373246,12712.057213788608,751,122,12,19594.13507772892,22150.93920568529,6,PhD,Unemployed,Divorced,Male,60+,Group A,0.30706930374687896,Reject
